Table_Number,Year,Measure,Indigenous_Status,Law_Enforced,Court_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust cts,Aust
7A.14,2015-16,Recurrent expenditure,All people,Criminal,Magistrates' (total),2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,Magistrates' courts,Total magistrates' courts (incl. children's courts),,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,131112,117308,105163,72574,48835,10224,11808,17645,,514668
7A.14,2014-15,Recurrent expenditure,All people,Criminal,All criminal courts,2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,233495,230750,171725,154325,80774,19489,18448,30649,,939654
7A.14,2014-15,Recurrent expenditure,All people,Criminal,Supreme,2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,Supreme courts,,,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,24440,26619,17110,17382,10097,8959,8783,13474,,126864
7A.14,2014-15,Recurrent expenditure,All people,Criminal,District/county,2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,District/county courts,,,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,76694,94004,51041,44893,22491,..,..,..,,289123
7A.14,2014-15,Recurrent expenditure,All people,Criminal,Magistrates' (excl. children's),2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,Magistrates' courts,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,123769,105669,94684,84662,45491,9707,8443,15195,,487619
7A.14,2014-15,Recurrent expenditure,All people,Criminal,Children's,2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,Magistrates' courts,Children's courts,,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,8591,4459,8890,7388,2696,823,1222,1979,,36048
7A.14,2014-15,Recurrent expenditure,All people,Criminal,Magistrates' (total),2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,Magistrates' courts,Total magistrates' courts (incl. children's courts),,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,132361,110128,103574,92050,48186,10530,9665,17175,,523668
7A.14,2013-14,Recurrent expenditure,All people,Criminal,All criminal courts,2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,232648,212265,171815,150329,73972,21625,17779,29108,,909541
7A.14,2013-14,Recurrent expenditure,All people,Criminal,Supreme,2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,Supreme courts,,,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,21480,25480,18214,15303,9285,9249,8595,12191,,119796
7A.14,2013-14,Recurrent expenditure,All people,Criminal,District/county,2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,District/county courts,,,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,80133,82219,50006,43327,24212,..,..,..,,279896
7A.14,2013-14,Recurrent expenditure,All people,Criminal,Magistrates' (excl. children's),2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,Magistrates' courts,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,122814,100373,94757,84527,35884,11062,7941,14993,,472350
7A.14,2013-14,Recurrent expenditure,All people,Criminal,Children's,2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,Magistrates' courts,Children's courts,,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,8222,4194,8838,7172,4590,1314,1243,1925,,37499
7A.14,2013-14,Recurrent expenditure,All people,Criminal,Magistrates' (total),2022-23 dollars,Real net recurrent expenditure; criminal,Excluding payroll tax,Magistrates' courts,Total magistrates' courts (incl. children's courts),,,Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,131036,104567,103595,91700,40475,12375,9184,16918,,509849
7A.15,2022-23,Recurrent expenditure,All people,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),2022-23 dollars,Real net recurrent expenditure; civil,Excluding payroll tax,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,112289,229296,67402,67780,26887,9082,22532,11399,..,546666
7A.15,2022-23,Recurrent expenditure,All people,Civil,Supreme (excl. probate),2022-23 dollars,Real net recurrent expenditure; civil,Excluding payroll tax,Supreme courts (excl. probate),,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,34249,76535,24172,34692,6990,4484,12586,4625,..,198333
7A.15,2022-23,Recurrent expenditure,All people,Civil,District/county,2022-23 dollars,Real net recurrent expenditure; civil,Excluding payroll tax,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,5632,27199,11585,2317,7215,..,..,..,..,53948
7A.15,2022-23,Recurrent expenditure,All people,Civil,Magistrates' (excl. children's),2022-23 dollars,Real net recurrent expenditure; civil,Excluding payroll tax,Magistrates' courts,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,60395,91294,27059,27849,8566,4383,8652,6086,..,234283
7A.15,2022-23,Recurrent expenditure,All people,Civil,Children's,2022-23 dollars,Real net recurrent expenditure; civil,Excluding payroll tax,Magistrates' courts,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,12013,34268,4585,2921,4116,215,1295,688,..,60102
7A.15,2022-23,Recurrent expenditure,All people,Civil,Magistrates' (total),2022-23 dollars,Real net recurrent expenditure; civil,Excluding payroll tax,Magistrates' courts,Total magistrates' courts (incl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,72408,125562,31644,30771,12682,4598,9946,6774,..,294385
7A.15,2022-23,Recurrent expenditure,All people,Civil,Federal Court of Australia,2022-23 dollars,Real net recurrent expenditure; civil,Excluding payroll tax,Federal court of Australia,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,..,..,..,..,..,..,..,..,81997,81997
7A.15,2022-23,Recurrent expenditure,All people,Civil,Family,2022-23 dollars,Real net recurrent expenditure; civil,Excluding payroll tax,WA Family court,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,..,..,..,23310,..,..,..,..,..,23310
7A.15,2022-23,Recurrent expenditure,All people,Civil,FCFCOA (Division 1) and FCFCOA (Division 2),2022-23 dollars,Real net recurrent expenditure; civil,Excluding payroll tax,FCFCOA (Division 1) and FCFCOA (Division 2),,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,..,..,..,..,..,..,..,..,202905,202905
7A.15,2022-23,Recurrent expenditure,All people,Civil,Coroners',2022-23 dollars,Real net recurrent expenditure; civil,Excluding payroll tax,Coroners' courts,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,10303,26753,14477,7699,5076,1897,3419,2926,..,72550
7A.15,2022-23,Recurrent expenditure,All people,Civil,Supreme (probate only),2022-23 dollars,Real net recurrent expenditure; civil,Excluding payroll tax,Supreme courts (probate only),,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,-59772,-13863,-11113,-2058,-15156,-3137,-2385,-404,..,-107888
